timestamp,open,high,low,close
1762104900000,4001.505,4001.505,4001.505,4001.505
1762105200000,4001.505,4001.505,4001.505,4001.505
1762105500000,4001.505,4001.505,4001.505,4001.505
1762105800000,4001.505,4001.505,4001.505,4001.505
1762106100000,4001.505,4001.505,4001.505,4001.505
1762106400000,4001.505,4001.505,4001.505,4001.505
1762106700000,4001.505,4001.505,4001.505,4001.505
1762107000000,4001.505,4001.505,4001.505,4001.505
1762107300000,4001.505,4001.505,4001.505,4001.505
1762107600000,4001.505,4001.505,4001.505,4001.505
1762107900000,4001.505,4001.505,4001.505,4001.505
1762108200000,4001.505,4001.505,4001.505,4001.505
1762108500000,4001.505,4001.505,4001.505,4001.505
1762108800000,4001.505,4001.505,4001.505,4001.505
1762109100000,4001.505,4001.505,4001.505,4001.505
1762109400000,4001.505,4001.505,4001.505,4001.505
1762109700000,4001.505,4001.505,4001.505,4001.505
1762110000000,4001.505,4001.505,4001.505,4001.505
1762110300000,4001.505,4001.505,4001.505,4001.505
1762110600000,4001.505,4001.505,4001.505,4001.505
1762110900000,4001.505,4001.505,4001.505,4001.505
1762111200000,4001.505,4001.505,4001.505,4001.505
1762111500000,4001.505,4001.505,4001.505,4001.505
1762111800000,4001.505,4001.505,4001.505,4001.505
1762112100000,4001.505,4001.505,4001.505,4001.505
1762112400000,4001.505,4001.505,4001.505,4001.505
1762112700000,4001.505,4001.505,4001.505,4001.505
1762113000000,4001.505,4001.505,4001.505,4001.505
1762113300000,4001.505,4001.505,4001.505,4001.505
1762113600000,4001.505,4001.505,4001.505,4001.505
1762113900000,4001.505,4001.505,4001.505,4001.505
1762114200000,4001.505,4001.505,4001.505,4001.505
1762114500000,4001.505,4001.505,4001.505,4001.505
1762114800000,4001.505,4001.505,4001.505,4001.505
1762115100000,4001.505,4001.505,4001.505,4001.505
1762115400000,4001.505,4001.505,4001.505,4001.505
1762115700000,4001.505,4001.505,4001.505,4001.505
1762116000000,4001.505,4001.505,4001.505,4001.505
1762116300000,4001.505,4001.505,4001.505,4001.505
1762116600000,4001.505,4001.505,4001.505,4001.505
1762116900000,4001.505,4001.505,4001.505,4001.505
1762117200000,4001.505,4001.505,4001.505,4001.505
1762117500000,4001.505,4001.505,4001.505,4001.505
1762117800000,4001.505,4001.505,4001.505,4001.505
1762118100000,4001.505,4001.505,4001.505,4001.505
1762118400000,4001.505,4001.505,4001.505,4001.505
1762118700000,4001.505,4001.505,4001.505,4001.505
1762119000000,4001.505,4001.505,4001.505,4001.505
1762119300000,4001.505,4001.505,4001.505,4001.505
1762119600000,4001.505,4001.505,4001.505,4001.505
1762119900000,4001.505,4001.505,4001.505,4001.505
1762120200000,4001.505,4001.505,4001.505,4001.505
1762120500000,4001.505,4001.505,4001.505,4001.505
1762120800000,4001.505,4001.505,4001.505,4001.505
1762121100000,4001.505,4001.505,4001.505,4001.505
1762121400000,4001.505,4001.505,4001.505,4001.505
1762121700000,4001.505,4001.505,4001.505,4001.505
1762122000000,4001.505,4001.505,4001.505,4001.505
1762122300000,4001.505,4001.505,4001.505,4001.505
1762122600000,4001.505,4001.505,4001.505,4001.505
1762122900000,4001.505,4001.505,4001.505,4001.505
1762123200000,4001.505,4001.505,4001.505,4001.505
1762123500000,4001.505,4001.505,4001.505,4001.505
1762123800000,4001.505,4001.505,4001.505,4001.505
1762124100000,4001.505,4001.505,4001.505,4001.505
1762124400000,3983.498,3997.598,3978.025,3994.498
1762124700000,3995.348,3996.398,3989.548,3991.898
1762125000000,3991.698,3995.898,3990.785,3995.705
1762125300000,3995.735,3998.625,3991.948,3993.485
1762125600000,3993.835,3994.115,3987.915,3993.245
1762125900000,3993.305,3995.595,3993.305,3994.198
1762126200000,3993.598,3995.425,3990.065,3990.855
1762126500000,3990.835,3991.985,3983.248,3987.165
1762126800000,3987.135,3987.245,3977.498,3978.565
1762127100000,3978.625,3981.245,3977.498,3980.698
1762127400000,3980.698,3984.798,3977.415,3980.555
1762127700000,3980.515,3982.905,3977.855,3979.435
1762128000000,3979.285,3987.545,3977.865,3979.505
1762128300000,3979.545,3980.105,3977.915,3977.935
1762128600000,3978.135,3979.745,3966.089,3967.975
1762128900000,3967.955,3969.665,3962.635,3963.165
1762129200000,3963.145,3972.915,3962.325,3971.075
1762129500000,3971.105,3972.555,3969.465,3970.485
1762129800000,3970.465,3970.485,3962.918,3966.505
1762130100000,3966.525,3973.935,3966.245,3973.405
1762130400000,3973.385,3977.495,3971.555,3972.455
1762130700000,3972.425,3976.585,3971.115,3973.735
1762131000000,3973.705,3975.405,3967.669,3968.139
1762131300000,3968.139,3972.195,3967.428,3970.405
1762131600000,3970.395,3973.805,3965.305,3969.855
1762131900000,3969.815,3986.075,3968.735,3984.285
1762132200000,3984.295,3988.745,3982.145,3986.245
1762132500000,3986.275,3993.425,3986.175,3993.095
1762132800000,3993.095,3993.095,3987.265,3991.645
1762133100000,3991.605,3999.305,3989.745,3998.585
1762133400000,3998.445,4001.555,3997.205,3999.545
1762133700000,3999.585,4000.435,3994.545,3995.845
1762134000000,3995.875,3995.955,3989.965,3991.785
1762134300000,3991.785,3995.595,3989.935,3992.645
1762134600000,3992.665,3996.815,3992.375,3996.005
1762134900000,3996.185,3999.885,3995.705,3995.705
1762135200000,3995.685,3998.475,3992.168,3992.785
1762135500000,3992.835,3993.375,3990.035,3991.515
